,name,version,description,keywords,dependencies,devDependencies,communityInterest,downloadsCount,downloadsAcceleration,dependentsCount,quality,popularity,maintenance,maintainers
1255,identity-obj-proxy,3.0.0,an identity object using ES6 proxies,"['proxy', 'proxies', 'identity', 'jest', 'mock']",{'harmony-reflect': '^1.4.6'},"{'babel-core': '^6.11.4', 'babel-jest': '^14.1.0', 'babel-preset-es2015': '^6.9.0', 'babel-preset-stage-0': '^6.5.0', 'coveralls': '^2.11.12', 'eslint': '^3.2.2', 'eslint-config-airbnb-base': '^5.0.1', 'eslint-plugin-import': '^1.12.0', 'jest-cli': '^14.1.0'}",383,12031250.666666666,37759.88361872148,2259,0.9768733784741788,0.5779295406911626,0.9998651952945008,['686']
1256,harmony-reflect,1.6.1,ES5 shim for ES6 (ECMAScript 6) Reflect and Proxy objects,"['reflection', 'proxies', 'proxy', 'reflect', 'harmony', 'es6']",,,518,13531804.333333334,38310.809056316604,102,0.8303936858401112,0.48639900341715214,0.16666666666666666,['687']
1257,jest,26.6.3,Delightful JavaScript Testing.,"['ava', 'babel', 'coverage', 'easy', 'expect', 'facebook', 'immersive', 'instant', 'jasmine', 'jest', 'jsdom', 'mocha', 'mocking', 'painless', 'qunit', 'runner', 'sandboxed', 'snapshot', 'tap', 'tape', 'test', 'testing', 'typescript', 'watch']","{'@jest/core': '^26.6.3', 'import-local': '^3.0.2', 'jest-cli': '^26.6.3'}",,40451,45424446.666666664,138227.06211948243,6629,0.8526061618702792,0.8739229641395255,0.7966339310681596,"['249', '183', '250', '251', '412', '7', '578', '252']"
1258,jest-circus,26.6.3,"<h1 align=""center"">   <img src=""https://jestjs.io/img/jest.png"" height=""150"" width=""150""/>   <img src=""https://jestjs.io/img/circus.png"" height=""150"" width=""150""/>   <p align=""center"">jest-circus</p>   <p align=""center"">The next-gen test runner for Jest</",,"{'@babel/traverse': '^7.1.0', '@jest/environment': '^26.6.2', '@jest/test-result': '^26.6.2', '@jest/types': '^26.6.2', '@types/babel__traverse': '^7.0.4', '@types/node': '*', 'chalk': '^4.0.0', 'co': '^4.6.0', 'dedent': '^0.7.0', 'expect': '^26.6.2', 'is-generator-fn': '^2.0.0', 'jest-each': '^26.6.2', 'jest-matcher-utils': '^26.6.2', 'jest-message-util': '^26.6.2', 'jest-runner': '^26.6.3', 'jest-runtime': '^26.6.3', 'jest-snapshot': '^26.6.2', 'jest-util': '^26.6.2', 'pretty-format': '^26.6.2', 'stack-utils': '^2.0.2', 'throat': '^5.0.0'}","{'@babel/core': '^7.1.0', '@babel/register': '^7.0.0', '@jest/test-utils': '^26.6.2', '@types/babel__traverse': '^7.0.4', '@types/co': '^4.6.0', '@types/dedent': '^0.7.0', '@types/graceful-fs': '^4.1.3', '@types/stack-utils': '^2.0.0', 'execa': '^4.0.0', 'graceful-fs': '^4.2.4', 'jest-snapshot-serializer-raw': '^1.1.0'}",40369,5481026.333333333,50450.692199391175,296,0.6820663755081555,0.647535401111106,0.7958096693255521,"['249', '250', '251', '7', '578', '252']"
1259,dedent,0.7.0,An ES6 string tag that strips indentation from multi-line strings,"['dedent', 'tag', 'multi-line string', 'es6']",,"{'babel-cli': '^6.22.2', 'babel-preset-es2015': '^6.22.0', 'babel-preset-es2016': '^6.22.0', 'babel-preset-es2017': '^6.22.0', 'eslint': '^3.14.1', 'jest': '^18.1.0'}",613,25935914.333333332,106073.17404870622,506,0.7500293981835684,0.5862150153799873,0.15302081550489288,['688']
1260,jest-watch-typeahead,0.6.2,Jest plugin for filtering by filename or test name,,"{'ansi-escapes': '^4.3.1', 'chalk': '^4.0.0', 'jest-regex-util': '^26.0.0', 'jest-watcher': '^26.3.0', 'slash': '^3.0.0', 'string-length': '^4.0.1', 'strip-ansi': '^6.0.0'}","{'@babel/cli': '^7.8.4', '@babel/core': '^7.9.6', '@babel/preset-env': '^7.9.6', '@babel/preset-typescript': '^7.10.4', '@jest/types': '^26.3.0', '@types/jest': '^26.0.13', '@types/node': '^14.6.4', '@typescript-eslint/eslint-plugin': '^4.0.1', '@typescript-eslint/parser': '^4.0.1', 'babel-eslint': '^10.1.0', 'babel-jest': '^26.0.0', 'eslint': '^7.8.1', 'eslint-config-airbnb-base': '^14.1.0', 'eslint-config-prettier': '^6.11.0', 'eslint-plugin-import': '^2.20.2', 'eslint-plugin-jest': '^24.0.0', 'eslint-plugin-prettier': '^3.1.3', 'jest': '^26.0.0', 'prettier': '^2.1.1', 'rimraf': '^3.0.2', 'typescript': '^4.0.2'}",321,12013592.666666666,39300.90019025873,1516,0.8833685489550797,0.5575701848650096,0.5150505787218819,"['667', '623', '251', '668', '669', '670', '22', '671']"
1261,mini-css-extract-plugin,1.4.1,extracts CSS into separate files,"['webpack', 'css', 'extract', 'hmr']","{'loader-utils': '^2.0.0', 'schema-utils': '^3.0.0', 'webpack-sources': '^1.1.0'}","{'@babel/cli': '^7.13.10', '@babel/core': '^7.13.10', '@babel/preset-env': '^7.13.10', '@commitlint/cli': '^12.0.1', '@commitlint/config-conventional': '^12.0.1', '@webpack-contrib/eslint-config-webpack': '^3.0.0', 'babel-eslint': '^10.1.0', 'babel-jest': '^26.6.3', 'bootstrap': '^4.6.0', 'cross-env': '^7.0.3', 'css-loader': '^5.1.3', 'del': '^6.0.0', 'del-cli': '^3.0.1', 'es-check': '5.2.3', 'eslint': '^7.22.0', 'eslint-config-prettier': '^8.1.0', 'eslint-plugin-import': '^2.22.1', 'file-loader': '^6.2.0', 'husky': '^5.2.0', 'jest': '^26.6.3', 'jsdom': '^16.5.1', 'lint-staged': '^10.5.4', 'memfs': '^3.0.2', 'npm-run-all': '^4.1.5', 'prettier': '^2.2.1', 'standard-version': '^9.1.0', 'webpack': '^5.27.1', 'webpack-cli': '^4.5.0', 'webpack-dev-server': '^3.7.2'}",4688,39162350.666666664,56827.63620624045,4794,0.9343658047928721,0.7528873580558395,0.8163802867462233,"['248', '45', '220', '246', '247']"
1262,optimize-css-assets-webpack-plugin,5.0.4,A Webpack plugin to optimize \ minimize CSS assets.,"['CSS', 'duplicate', 'extract-text-webpack-plugin', 'minimize', 'optimize', 'remove', 'webpack']","{'cssnano': '^4.1.10', 'last-call-webpack-plugin': '^3.0.0'}","{'babel-core': '^6.26.3', 'babel-jest': '^26.3.0', 'babel-plugin-transform-object-rest-spread': '^6.26.0', 'babel-polyfill': '^6.26.0', 'babel-preset-env': '^1.7.0', 'css-loader': '^3.6.0', 'extract-text-webpack-plugin': 'next', 'jest': '^26.4.2', 'style-loader': '^0.20.1', 'webpack': '^4.44.1'}",1190,20470809.0,49955.210825722956,3599,0.8245741522430707,0.6603887345830795,0.4011863642038096,['689']
1263,cssnano,5.0.0,"A modular minifier, built on top of the PostCSS ecosystem.","['css', 'compress', 'minify', 'optimise', 'optimisation', 'postcss', 'postcss-plugin']","{'cosmiconfig': '^7.0.0', 'cssnano-preset-default': '^5.0.0', 'is-resolvable': '^1.1.0', 'opencollective-postinstall': '^2.0.2'}","{'autoprefixer': '^10.0.2', 'postcss': '^8.2.1'}",4225,34936941.0,75902.40681126335,1821,0.8726081730107539,0.7096384090437968,0.7641877516467777,"['228', '690', '227', '372', '373', '691', '248', '692']"
1264,cssnano-preset-default,5.0.0,Safe defaults for cssnano which require minimal configuration.,,"{'css-declaration-sorter': '6.0.0', 'cssnano-utils': '^2.0.0', 'postcss-calc': '^8.0.0', 'postcss-colormin': '^5.0.0', 'postcss-convert-values': '^5.0.0', 'postcss-discard-comments': '^5.0.0', 'postcss-discard-duplicates': '^5.0.0', 'postcss-discard-empty': '^5.0.0', 'postcss-discard-overridden': '^5.0.0', 'postcss-merge-longhand': '^5.0.0', 'postcss-merge-rules': '^5.0.0', 'postcss-minify-font-values': '^5.0.0', 'postcss-minify-gradients': '^5.0.0', 'postcss-minify-params': '^5.0.0', 'postcss-minify-selectors': '^5.0.0', 'postcss-normalize-charset': '^5.0.0', 'postcss-normalize-display-values': '^5.0.0', 'postcss-normalize-positions': '^5.0.0', 'postcss-normalize-repeat-style': '^5.0.0', 'postcss-normalize-string': '^5.0.0', 'postcss-normalize-timing-functions': '^5.0.0', 'postcss-normalize-unicode': '^5.0.0', 'postcss-normalize-url': '^5.0.0', 'postcss-normalize-whitespace': '^5.0.0', 'postcss-ordered-values': '^5.0.0', 'postcss-reduce-initial': '^5.0.0', 'postcss-reduce-transforms': '^5.0.0', 'postcss-svgo': '^5.0.0', 'postcss-unique-selectors': '^5.0.0'}",{'postcss': '^8.2.1'},4173,30918674.0,81467.32433409439,48,0.9045050204548982,0.5931197507433621,0.7641877516467777,"['228', '690', '227', '372', '691', '248', '692']"
1265,css-declaration-sorter,6.0.2,Sorts CSS declarations fast and automatically in a certain order.,"['postcss', 'postcss-plugin', 'css', 'declaration', 'sorter', 'property', 'order']",,"{'@mdn/browser-compat-data': '^2.0.3', 'ava': '^3.13.0', 'eslint': '^7.12.1', 'postcss': '^8.1.4', 'rollup': '^2.32.1'}",201,27754304.0,78619.30686834094,32,0.9401508630115203,0.4824704320228287,0.9999051469858791,['693']
1266,cssnano-utils,2.0.0,Utility methods and plugin for cssnano projects,,,{'postcss': '^8.2.1'},4173,4853.666666666667,70.03519786910198,20,0.9046196633120492,0.2589812389868062,0.7641877516467777,"['690', '248', '694', '692']"
1267,postcss-calc,8.0.0,PostCSS plugin to reduce calc(),"['css', 'postcss', 'postcss-plugin', 'calculation', 'calc']","{'postcss-selector-parser': '^6.0.2', 'postcss-value-parser': '^4.0.2'}","{'@babel/cli': '^7.1.2', '@babel/core': '^7.1.2', '@babel/polyfill': '^7.0.0', '@babel/preset-env': '^7.1.0', '@babel/register': '^7.0.0', 'ava': '^3.15.0', 'babel-eslint': '^10.0.1', 'babel-plugin-add-module-exports': '^1.0.0', 'cross-env': '^7.0.0', 'del-cli': '^3.0.0', 'eslint': '^5.7.0', 'eslint-config-i-am-meticulous': '^11.0.0', 'eslint-plugin-babel': '^5.2.1', 'eslint-plugin-import': '^2.14.0', 'jison-gho': '^0.6.1-216', 'postcss': '^8.2.2'}",246,35955863.666666664,71221.2433219179,200,0.975263506041006,0.5370792959386005,0.6444591649567483,"['228', '695', '696', '373', '691', '248']"
1268,postcss-colormin,5.0.0,Minify colors in your CSS files with PostCSS.,"['color', 'colors', 'compression', 'css', 'minify', 'postcss', 'postcss-plugin']","{'browserslist': '^4.16.0', 'color': '^3.1.1', 'postcss-value-parser': '^4.1.0'}",{'postcss': '^8.2.1'},4173,34848604.666666664,74008.96938736679,43,0.9046196633120492,0.5935891593374862,0.7641877516467777,"['228', '368', '690', '227', '372', '691', '248', '692']"
1269,postcss-convert-values,5.0.0,Convert values with PostCSS (e.g. ms -> s),"['css', 'optimisation', 'postcss', 'postcss-plugin']",{'postcss-value-parser': '^4.1.0'},{'postcss': '^8.2.1'},4174,34791021.0,74236.42842465756,39,0.9046196633120492,0.5917437146010865,0.7641877516467777,"['228', '368', '690', '227', '372', '691', '248', '692']"
1270,postcss-discard-comments,5.0.0,Discard comments in your CSS files with PostCSS.,"['css', 'comments', 'postcss', 'postcss-plugin']",,{'postcss': '^8.2.1'},4175,35031385.666666664,74301.04208523588,144,0.9046196633120492,0.6213331043462668,0.7641877516467777,"['228', '368', '690', '227', '372', '691', '248', '692']"
1271,postcss-discard-duplicates,5.0.0,Discard duplicate rules in your CSS files with PostCSS.,"['css', 'dedupe', 'optimise', 'postcss', 'postcss-plugin']",,{'postcss': '^8.2.1'},4173,34809584.666666664,74220.14863013697,84,0.9046196633120492,0.6077428746632122,0.7641877516467777,"['228', '368', '690', '227', '372', '691', '248', '692']"
1272,postcss-discard-empty,5.0.0,Discard empty rules and values with PostCSS.,"['compress', 'css', 'empty', 'minify', 'optimisation', 'postcss', 'postcss-plugin']",,{'postcss': '^8.2.1'},4173,34793946.333333336,74252.12914764078,64,0.9046196633120492,0.6016867719735992,0.7641877516467777,"['228', '368', '690', '227', '372', '691', '248', '692']"
1273,postcss-discard-overridden,5.0.0,PostCSS plugin to discard overridden @keyframes or @counter-style.,"['postcss', 'css', 'postcss-plugin', 'at-rules', '@keyframes', '@counter-style']",,{'postcss': '^8.2.1'},4173,34738899.666666664,74145.01647640794,38,0.9046196633120492,0.5911673581933808,0.7641877516467777,"['228', '697', '690', '227', '372', '691', '248', '692']"
1274,postcss-merge-longhand,5.0.0,Merge longhand properties into shorthand with PostCSS.,"['css', 'minify', 'optimise', 'postcss', 'postcss-plugin']","{'css-color-names': '^1.0.1', 'postcss-value-parser': '^4.1.0', 'stylehacks': '^5.0.0'}",{'postcss': '^8.2.1'},4173,34877644.333333336,74038.25863774738,50,0.9046196633120492,0.5965943191081194,0.7641877516467777,"['228', '690', '227', '372', '691', '248', '692']"
1275,css-color-names,1.0.1,A JSON Object of css color names mapped to their hex value,"['css', 'colors', 'names']",,,191,32121434.666666668,87779.3723363775,96,0.5230118181309146,0.511925174389352,0.999894531306083,['698']
1276,stylehacks,5.0.0,Detect/remove browser hacks from CSS files.,"['browsers', 'css', 'hack', 'hacks', 'optimise', 'postcss', 'postcss-plugin', 'stylehacks']","{'browserslist': '^4.16.0', 'postcss-selector-parser': '^6.0.4'}",{'postcss': '^8.2.1'},4174,31175262.333333332,78616.88917427702,24,0.9046196633120492,0.5802165939134905,0.7641877516467777,"['228', '690', '227', '372', '691', '248', '692']"
1277,postcss-merge-rules,5.0.0,Merge CSS rules with PostCSS.,"['css', 'optimise', 'postcss', 'postcss-plugin']","{'browserslist': '^4.16.0', 'caniuse-api': '^3.0.0', 'cssnano-utils': '^2.0.0', 'postcss-selector-parser': '^6.0.4', 'vendors': '^1.0.3'}",{'postcss': '^8.2.1'},4174,34879268.0,74013.71849315066,60,0.8957117734318288,0.6003505958499828,0.7641877516467777,"['228', '368', '690', '227', '372', '691', '248', '692']"
1278,caniuse-api,3.0.0,request the caniuse data to check browsers compatibilities,"['caniuse', 'browserslist']","{'browserslist': '^4.0.0', 'caniuse-lite': '^1.0.0', 'lodash.memoize': '^4.1.2', 'lodash.uniq': '^4.5.0'}","{'babel-cli': '^6.22.2', 'babel-eslint': '^5.0.0', 'babel-preset-latest': '^6.22.0', 'babel-tape-runner': '^2.0.1', 'jshint': '^2.5.10', 'npmpub': '^3.1.0', 'tap-spec': '^4.1.1', 'tape': '^4.6.0'}",363,32465710.666666668,89439.55439497717,78,0.975263506041006,0.5236028508571848,0.16662122684543998,['699']
1279,lodash.memoize,4.1.2,The lodash method `_.memoize` exported as a module.,"['lodash-modularized', 'memoize']",,"{'mocha': '^5.2.0', 'eslint': '^7.16.0', 'eslint-plugin-import': '^2.22.1', 'lodash': '4.17.20', 'esm': '^3.2.25'}",54785,39846873.0,101487.78961187211,359,0.939846744074156,0.7574206046107849,0.6573251436041061,"['1', '0']"
1280,lodash.uniq,4.5.0,The lodash method `_.uniq` exported as a module.,"['lodash-modularized', 'uniq']",,"{'mocha': '^5.2.0', 'eslint': '^7.16.0', 'eslint-plugin-import': '^2.22.1', 'lodash': '4.17.20', 'esm': '^3.2.25'}",55225,40540937.666666664,102608.71240487066,675,0.939846744074156,0.7802208581959365,0.6573216726937348,"['1', '0']"
1281,vendors,2.0.0,List of vendor prefixes known to the web platform,"['css', 'html', 'dom', 'web', 'platform', 'vendor', 'prefix', 'prefixes']",,"{'@types/tape': '^4.0.0', 'c8': '^7.0.0', 'prettier': '^2.0.0', 'remark-cli': '^9.0.0', 'remark-preset-wooorm': '^8.0.0', 'rimraf': '^3.0.0', 'tape': '^5.0.0', 'typescript': '^4.0.0', 'xo': '^0.38.0'}",16,29929083.666666668,57397.09634703194,32,0.9146923089062207,0.436732127293819,0.9999405727453268,"['228', '700']"
1282,postcss-minify-font-values,5.0.0,Minify font declarations with PostCSS,"['css', 'font', 'font-family', 'font-weight', 'optimise', 'postcss-plugin']",{'postcss-value-parser': '^4.1.0'},{'postcss': '^8.2.1'},4173,34741273.333333336,74150.16179604264,43,0.9046196633120492,0.5935121066791788,0.7641877516467777,"['228', '368', '690', '227', '372', '691', '248', '692']"
1283,postcss-minify-gradients,5.0.0,Minify gradient parameters with PostCSS.,"['css', 'postcss', 'postcss-plugin']","{'cssnano-utils': '^2.0.0', 'is-color-stop': '^1.1.0', 'postcss-value-parser': '^4.1.0'}",{'postcss': '^8.2.1'},4173,34801413.0,73958.50960806699,45,0.9046196633120492,0.5944056274671085,0.7641877516467777,"['228', '690', '227', '372', '691', '248', '692']"
1284,is-color-stop,1.1.0,Check if a string is CSS color stop,"['color-stop', 'is-color']","{'css-color-names': '^0.0.4', 'hex-color-regex': '^1.1.0', 'hsl-regex': '^1.0.0', 'hsla-regex': '^1.0.0', 'rgb-regex': '^1.0.1', 'rgba-regex': '^1.0.0'}","{'coveralls': '^2.13.1', 'eslint': '^4.3.0', 'eslint-config-airbnb': '^15.1.0', 'eslint-plugin-import': '^2.7.0', 'mocha': '^3.4.2', 'nyc': '^11.0.3'}",9,25641646.666666668,75922.57149923898,19,0.980166157352687,0.42154654842160244,0.9998651952945008,['701']
1285,hex-color-regex,1.1.0,The best regular expression (regex) for matching hex color values from string.,"['color', 'colors', 'css', 'expr', 'expression', 'expressions', 'hex', 'match', 'matching', 'regex', 'regexp', 'regexps', 'regular', 'web']",,{'mukla': '^0.4.9'},46,27613199.666666668,72720.7294330289,38,0.989472659492533,0.4558220079715414,0.999894531306083,['635']
1286,hsl-regex,1.0.0,Regex for matching HSL colors.,"['hsl', 'regex', 'regexp', 'color', 'css']",,{'mocha': '*'},24,28643865.666666668,77382.75369101975,30,0.94515359707523,0.445020315302828,0.9998651952945008,['702']
1287,hsla-regex,1.0.0,Regex for matching HSLA colors.,"['hsla', 'regex', 'regexp', 'color', 'css']",,{'mocha': '*'},19,26866543.666666668,84216.2693873668,27,0.94515359707523,0.4394326552869876,0.9998651952945008,['702']
1288,rgb-regex,1.0.1,Regex for RGB color strings.,"['css', 'regex', 'regexp', 'regexps', 'rgb', 'color', 'regular', 'expression']",,{'mocha': '*'},22,25758569.666666668,78890.42513318112,26,0.94515359707523,0.4376389707688192,0.9998651952945008,['702']
1289,rgba-regex,1.0.0,Regex for matching RGBA color strings.,"['css', 'regex', 'regexp', 'regexps', 'rgba', 'color', 'regular', 'expression']",,{'mocha': '*'},0,26063556.333333332,79165.05395738201,27,0.1989849939146585,0.4027253380357562,0.0,"['702', '635']"
1290,postcss-minify-params,5.0.0,Minify at-rule params with PostCSS,"['postcss', 'css', 'postcss-plugin', 'minify', 'optimise', 'params']","{'alphanum-sort': '^1.0.2', 'browserslist': '^4.16.0', 'cssnano-utils': '^2.0.0', 'postcss-value-parser': '^4.1.0', 'uniqs': '^2.0.0'}",{'postcss': '^8.2.1'},4173,34825635.666666664,73968.03299086762,43,0.9046196633120492,0.5935531976118218,0.7641877516467777,"['228', '368', '690', '227', '372', '691', '248', '692']"
1291,alphanum-sort,1.0.2,Alphanumeric sorting algorithm,"['sort', 'alphanum', 'alphanumeric', 'natural', 'human']",,"{'eslint': '^1.5.1', 'javascript-natural-sort': '^0.7.1', 'tap-spec': '^4.1.0', 'tape': '^4.2.0'}",28,33250041.666666668,62313.71055936077,47,0.9554165595786436,0.45672807633699564,0.9998651952945008,['368']
1292,uniqs,2.0.0,Tiny utility to create unions and de-duplicated lists,"['unique', 'uniq', 'dedupe', 'union']",,,22,29991646.666666668,86160.84297945208,39,0.9269780657740839,0.4525896426822748,0.9998651952945008,['703']
1293,postcss-minify-selectors,5.0.0,Minify selectors with PostCSS.,"['css', 'minify', 'optimise', 'postcss', 'postcss-plugin', 'selectors']","{'alphanum-sort': '^1.0.2', 'postcss-selector-parser': '^3.1.2'}",{'postcss': '^8.2.1'},4173,34871577.333333336,74062.50416666665,44,0.8957117734318288,0.5940727548901095,0.7641877516467777,"['228', '368', '690', '227', '372', '691', '248', '692']"
1294,postcss-normalize-charset,5.0.0,Add necessary or remove extra charset with PostCSS,"['postcss', 'css', 'postcss-plugin', 'charset']",,{'postcss': '^8.2.1'},4173,34740689.0,74119.74259893456,40,0.9046196633120492,0.5921239703085952,0.7641877516467777,"['228', '690', '227', '372', '691', '248', '692']"
1295,postcss-normalize-display-values,5.0.0,Normalize multiple value display syntaxes into single values.,,"{'cssnano-utils': '^2.0.0', 'postcss-value-parser': '^4.1.0'}",{'postcss': '^8.2.1'},4173,30753474.666666668,78153.55932267886,27,0.9046196633120492,0.5815207231671582,0.7641877516467777,"['228', '690', '227', '372', '691', '248', '692']"
1296,postcss-normalize-positions,5.0.0,Normalize keyword values for position into length values.,"['css', 'postcss', 'postcss-plugin']",{'postcss-value-parser': '^4.1.0'},{'postcss': '^8.2.1'},4173,30753982.333333332,78151.30365296805,29,0.9046196633120492,0.5827415288075166,0.7641877516467777,"['228', '690', '227', '372', '691', '248', '692']"
1297,postcss-normalize-repeat-style,5.0.0,Convert two value syntax for repeat-style into one value.,,"{'cssnano-utils': '^2.0.0', 'postcss-value-parser': '^4.1.0'}",{'postcss': '^8.2.1'},4173,30753829.666666668,78150.74058219176,27,0.9046196633120492,0.5815204431515886,0.7641877516467777,"['228', '690', '227', '372', '691', '248', '692']"
1298,postcss-normalize-string,5.0.0,Normalize wrapping quotes for CSS string literals.,"['css', 'postcss', 'postcss-plugin']",{'postcss-value-parser': '^4.1.0'},{'postcss': '^8.2.1'},4173,30754582.333333332,78151.92098554035,27,0.9046196633120492,0.5815216935305261,0.7641877516467777,"['228', '690', '227', '372', '691', '248', '692']"
1299,postcss-normalize-timing-functions,5.0.0,Normalize CSS animation/transition timing functions.,,"{'cssnano-utils': '^2.0.0', 'postcss-value-parser': '^4.1.0'}",{'postcss': '^8.2.1'},4173,30754067.0,78148.79634703195,25,0.9046196633120492,0.5802329001949754,0.7641877516467777,"['228', '690', '227', '372', '691', '248', '692']"
1300,postcss-normalize-unicode,5.0.0,"Normalize unicode-range descriptors, and can convert to wildcard ranges.","['css', 'postcss', 'postcss-plugin']","{'browserslist': '^4.16.0', 'postcss-value-parser': '^4.1.0'}",{'postcss': '^8.2.1'},4173,30690812.666666668,78327.07416286148,24,0.9046196633120492,0.5795276933893176,0.7641877516467777,"['228', '690', '227', '372', '691', '248', '692']"
1301,postcss-normalize-url,5.0.0,Normalize URLs with PostCSS,"['css', 'normalize', 'optimise', 'optimisation', 'postcss', 'postcss-plugin', 'url']","{'is-absolute-url': '^3.0.3', 'normalize-url': '^4.5.0', 'postcss-value-parser': '^4.1.0'}",{'postcss': '^8.2.1'},4173,34787386.333333336,74216.21316590568,39,0.8957117734318288,0.591724434820967,0.7641877516467777,"['228', '368', '690', '227', '372', '691', '248', '692']"
